external_gene_id,Module.name,kME.CD1.turquoise,kME.CD2.blue,kME.CD3.brown,kME.CD4.yellow,kME.CD5.green,kME.CD6.red,kME.CD7.black,kME.CD8.pink,kME.CD9.magenta,kME.CD10.purple,kME.CD11.greenyellow,kME.CD12.tan,kME.CD13.salmon
WSCD1,CD0,"-0,064426497","0,035436531","0,307566911","0,280459194","-0,265103082","0,139179786","-0,003321483","0,171057372","0,310371808","-0,198302866","0,166550693","0,078583579","-0,317851731"
CLK3,CD0,"-0,143436381","0,144582365","0,188759147","0,348243426","-0,379985499","0,190035386","-0,106329501","0,169365838","0,231264013","-0,335548127","0,196280821","0,182417946","-0,3342645"
GATA2,CD6,"-0,002583521","0,41532938","-0,119802702","0,055976515","-0,33831372","0,538242347","-0,361203437","0,418489969","0,146082675","-0,210947343","0,08890904","0,355062238","-0,217578976"
PACS2,CD3,"-0,085884847","0,285859355","0,308108418","0,03609365","-0,337394072","0,014286987","-0,172348763","0,070819488","0,246981045","-0,214784126","0,037282209","-0,149488536","-0,325627522"
EGR3,CD0,"0,24658867","-0,151696962","-0,326402935","-0,273626194","0,372081371","-0,122075719","0,093036877","-0,008283508","-0,1636801","0,246553568","-0,181942216","0,006326203","0,386188415"
GPC5,CD4,"-0,315197296","-0,05767349","0,167914395","0,855931622","-0,287553073","-0,002565737","0,068400497","-0,054340353","0,001113538","-0,435637772","0,025507761","-0,021831158","-0,395468889"
VWA1,CD3,"-0,073398943","0,029678454","0,616162618","0,24380202","-0,323570353","0,093598697","-0,024055024","0,117615059","0,417316823","-0,154986979","0,187744907","-0,025626776","-0,367230723"
GEMIN4,CD0,"0,248382694","0,149149327","-0,207938859","-0,201632801","0,105769957","-0,090229629","-0,106370405","0,072770623","0,057145014","0,228420728","-0,05078195","-0,04271533","0,215675353"
FJX1,CD1,"0,458903562","-0,112854725","-0,270851367","-0,193930596","0,271950834","0,036520549","-0,087044229","0,215671624","0,071647521","0,453755404","-0,210382968","-0,025229269","0,383187105"
MKRN3,CD0,"-0,203902658","0,287229909","0,161185725","0,082930063","-0,276920959","0,283705066","-0,135643861","0,120242681","0,029587264","-0,22852054","0,07027368","0,032205843","-0,297987151"
ZBTB18,CD0,"0,307426159","-0,218773062","-0,280305633","-0,173351476","0,392098783","-0,29730155","0,191851856","-0,094852772","-0,069489416","0,260203933","-0,276252753","-0,106724399","0,463131432"
ALOX12B,CD8,"0,398788228","0,183211372","-0,2694386","-0,167674441","-0,047389227","0,287988089","-0,336951633","0,403464372","0,233950369","0,206585674","-0,128932774","0,062939019","0,226234653"
SHARPIN,CD6,"0,27505642","0,233849561","-0,099399037","0,006363968","-0,325540578","0,486201763","-0,457937071","0,568642485","0,424254909","0,005899916","0,032968053","0,076517752","-0,110329362"
HTR1D,CD2,"0,0333103","0,463028973","-0,271499715","-0,076267061","-0,254453149","0,328981543","-0,373139817","0,285690789","0,011875216","-0,149276135","-0,069207159","0,127475039","-0,131118209"
GCC1,CD0,"-0,128877323","-0,065553675","0,292237892","0,212126076","-0,024163387","-0,133105907","0,20673795","-0,148290109","0,058737219","-0,035438559","0,040950162","-0,091960505","-0,117123742"
ALOX15B,CD2,"0,015717927","0,589671621","-0,226976817","-0,02572517","-0,385682244","0,493305434","-0,484943056","0,370093654","0,057973824","-0,250677499","-0,071830948","0,105263181","-0,176510021"
GRM8,CD0,"0,296822316","0,037901748","-0,371885914","-0,280770347","0,25891565","0,030154966","-0,048649856","0,109375749","-0,129062294","0,245703135","-0,269658005","-0,001241477","0,383374933"
CDC42EP4,CD4,"-0,194795123","0,072694909","0,136600559","0,792002251","-0,463403512","0,139152537","-0,136533729","0,149043497","0,215222176","-0,466435874","0,148570803","0,049376625","-0,450846434"
DGKZP1,CD1,"0,663050581","-0,066697408","-0,312888886","-0,198201546","0,02791841","0,159969846","-0,280371461","0,511844402","0,43005231","0,264471057","-0,276273047","0,071643494","0,322618131"
ARL14,CD0,"0,08983672","0,232919922","-0,106452234","0,00827718","-0,219344186","0,26934188","-0,29137976","0,271230346","0,144853487","-0,059421539","-0,015584814","0,055843369","-0,102306945"
APOBEC3B,CD0,"-0,062737907","0,206861737","-0,041379744","0,0128658","-0,136449215","0,17224667","-0,156934106","0,089690594","-0,044840192","-0,089992273","-0,034929993","0,030537727","-0,092624416"
PIPOX,CD4,"-0,28312194","0,072021856","0,161697719","0,698873215","-0,347040545","0,144786105","-0,038330118","0,054727843","0,04291944","-0,418866383","0,081645124","0,090351577","-0,404781775"
CDH5,CD0,"-0,041126966","-0,095570429","0,152664999","0,2708504","-0,154025772","0,039231447","0,007489686","0,09521845","0,231707998","-0,138458471","0,306663047","0,394831094","-0,179437259"
SERTAD2,CD3,"-0,250162986","-0,261378836","0,418517642","0,324376491","-0,032722521","-0,251655075","0,33313956","-0,269753771","0,023870594","-0,207632905","0,087637663","-0,050107792","-0,166213332"
RBM15B,CD1,"0,373867014","0,010091882","-0,146134921","-0,005047534","-0,020237905","0,12195332","-0,158046718","0,322047961","0,321780678","0,126453069","-0,020797303","0,05027783","0,15481453"
AKAP5,CD0,"0,392108387","-0,236522244","-0,314853915","-0,259194571","0,378726886","-0,030167174","0,083918771","0,114545448","0,003758318","0,385232341","-0,201261252","-0,026487717","0,454208975"
PDXDC1,CD0,"0,371272684","-0,366005727","-0,061829152","-0,15514189","0,429003629","-0,212234252","0,259247579","-0,022783496","0,138619531","0,464497695","-0,130233121","-0,122018399","0,432835269"
R3HDM2,CD1,"0,356506923","0,109068219","-0,365653635","-0,221080798","-0,023715062","0,174330035","-0,287431245","0,327239661","0,096713719","0,049892633","-0,207469587","0,12761205","0,231937857"
B3GNT3,CD2,"0,056508534","0,564732702","-0,234774262","-0,139532146","-0,317437672","0,54825644","-0,46799094","0,426170837","0,055441151","-0,144656432","0,032918223","0,145742423","-0,140995011"
NRXN1,CD0,"0,184677666","-0,29366096","-0,307207993","-0,141934217","0,515869939","-0,263049954","0,278838782","-0,221060937","-0,261822075","0,318927751","-0,294343001","-0,173530215","0,549418632"
SEPHS2,CD0,"0,294782281","-0,284731322","-0,17498115","-0,237616129","0,534315334","-0,177022153","0,243395439","-0,089108597","-0,09945931","0,540737017","-0,083515053","-0,135174092","0,468704314"
LINC00652,CD2,"-0,063314417","0,580740381","-0,2203671","-0,047240062","-0,360223469","0,428917016","-0,439459942","0,281911668","-0,017954269","-0,256335511","0,066647895","0,171100095","-0,19156292"
BBS10,CD7,"-0,229258418","-0,394612152","0,306382322","0,174933431","0,314493896","-0,471370847","0,605260057","-0,471990822","-0,208521566","-0,007943457","-0,045795923","-0,139321532","0,071312022"
PUF60,CD1,"0,405295555","-0,184119924","0,259182016","-0,090087872","0,124672807","-0,00318605","0,051138015","0,17955947","0,420293241","0,452996949","0,032103117","-0,073504792","0,148758297"
DCTPP1,CD10,"0,322812725","-0,125109002","-0,21436149","-0,545216166","0,536120713","-0,062164849","0,106158288","-0,043310004","-0,158612425","0,698900174","-0,050565941","-0,136771697","0,484470252"
ZNF771,CD8,"0,23581834","0,316986607","-0,268410231","-0,013801155","-0,193170256","0,394242032","-0,343703597","0,462022025","0,220801501","-0,016325824","-0,027469568","0,157468096","-0,007583205"
OR1E1,CD2,"-0,064870744","0,480537151","-0,168786599","-0,05486742","-0,227883333","0,345659188","-0,311876233","0,187406356","-0,085927828","-0,176592143","-0,059197637","0,034896492","-0,132091248"
TMEM86B,CD1,"0,515588351","0,116550949","-0,222928306","-0,122289336","-0,151963435","0,354288791","-0,38392179","0,586736136","0,479714798","0,170339683","-0,112119175","0,041135875","0,110366755"
OR3A1,CD0,"-0,070647891","0,38562724","-0,084857036","-0,002898072","-0,2281989","0,2755351","-0,244560418","0,159767021","-0,019335185","-0,165248639","0,042352205","0,004124784","-0,164127611"
TRNAU1AP,CD0,"0,014998386","-0,152630386","0,1854942","0,079897671","0,062131546","0,040163287","0,151950398","0,064010265","0,129715462","0,099743658","-0,019175991","-0,009362494","-0,029550179"
EXOC3,CD1,"0,530091054","-0,19334792","-0,013721748","-0,290676908","0,233725765","-0,116828924","-0,021675713","0,16943205","0,357295057","0,533386242","-0,121849824","-0,136517132","0,38855724"
TH,CD0,"0,080621542","0,380064952","-0,152447323","-0,074029152","-0,209704556","0,353160431","-0,329990892","0,286403831","0,092752444","-0,028050805","-0,029840732","0,018560359","-0,107109295"
RCC1,CD0,"-0,050562887","0,307200094","-0,152030541","-0,030010489","-0,188116068","0,224297348","-0,195654047","0,165873517","0,004320032","-0,161105666","0,036389385","0,099537291","-0,125766079"
MYLPF,CD2,"-0,035364211","0,545117695","-0,189227929","-0,044612288","-0,338965319","0,531716125","-0,436320342","0,365341962","0,011331713","-0,192200858","-0,004599278","0,170687433","-0,228049524"
RRH,CD0,"0,010081962","0,177445824","-0,135352579","-0,132073768","0,045289287","0,021941217","-0,065418556","-0,012608537","-0,159431079","0,060677879","-0,016501187","0,002762657","0,094429906"
ZNF816,CD0,"-0,099728712","0,148325797","-0,067444072","-0,019106022","-0,043320904","-0,004371879","-0,023736587","-0,069809759","-0,130160039","-0,083692196","0,069358231","-0,030766615","-0,042094093"
FGD6,CD4,"-0,292158809","-0,096891898","0,09824821","0,532206283","-0,150646667","-0,090170454","0,104782548","-0,133836787","-0,103615634","-0,329679202","0,08878365","0,152061939","-0,269415947"
ALX1,CD0,"-0,110111888","0,352076503","-0,127592933","0,039850034","-0,28937194","0,3598382","-0,299322454","0,19291791","-0,021823494","-0,235118114","0,122879725","0,261621152","-0,202925319"
FZD2,CD4,"-0,086864631","0,182339461","-0,00463372","0,403986353","-0,363229697","0,332933852","-0,217682898","0,287360231","0,206422283","-0,299796778","0,221220222","0,328459579","-0,350938376"
HCLS1,CD11,"-0,158264483","-0,170231822","0,25300954","0,214536227","-0,057130633","-0,186441705","0,143535785","-0,160878611","0,09597855","-0,055904663","0,803750123","0,081972161","-0,188024907"
ZNF609,CD0,"-0,019065417","0,267072207","-0,077907321","0,168091471","-0,52295096","0,298049336","-0,456105024","0,341537145","0,253281368","-0,390213153","-0,007268068","0,096102555","-0,318743469"
PAK2,CD3,"-0,342184874","-0,367551145","0,645430284","0,57053992","-0,097855712","-0,302229045","0,451281051","-0,305225176","0,130795728","-0,292369744","0,225906047","-0,081491819","-0,322997721"
MCFD2,CD0,"0,062443962","-0,330296341","-0,063181861","-0,041883925","0,517260849","-0,405451813","0,459948043","-0,337847949","-0,203436893","0,294672236","-0,113606949","-0,207516129","0,317881266"
GAS1,CD4,"-0,293892902","0,01442448","0,297439724","0,367666414","-0,142404016","-0,032249717","0,179739394","-0,093375644","0,00881577","-0,301359142","0,108290642","0,164364264","-0,307170618"
HMHA1,CD8,"-0,052275671","0,133493632","0,028421534","0,13542111","-0,210274202","0,332235922","-0,163703127","0,277486097","0,14754383","-0,119621302","0,328736108","0,217576397","-0,217286416"
ZNF571,CD3,"-0,241851908","-0,261281864","0,381310741","0,174760056","0,108887775","-0,368329843","0,378092062","-0,36469982","-0,115164627","-0,04997675","0,147054044","-0,071744033","-0,076578562"
KCNE1,CD2,"-0,044262859","0,499848323","-0,184893044","-0,049336658","-0,236987158","0,39369256","-0,340411862","0,252130464","-0,050528624","-0,155827139","-0,042184376","0,079834549","-0,135777755"
NRIP1,CD0,"0,09158505","-0,472828054","-0,007491698","-0,033372812","0,508262444","-0,449486776","0,508989758","-0,356226616","-0,199016125","0,252869486","-0,11457014","-0,213539048","0,428779397"
TSPYL5,CD5,"0,365678541","-0,385735325","-0,170247326","-0,391302205","0,712935946","-0,382526263","0,379978426","-0,2468294","-0,174296354","0,633982107","-0,300892091","-0,216508394","0,712704702"
FUT7,CD6,"0,103234601","0,303354542","-0,224811738","-0,010791924","-0,273776297","0,676280263","-0,38978345","0,52377139","0,138640796","-0,114523476","0,01277585","0,146062332","-0,111868534"
HIST1H2AC,CD3,"-0,427271723","-0,247720586","0,688919932","0,36408318","-0,099114714","-0,275299542","0,403867211","-0,351332677","0,063102905","-0,264250486","0,319466743","-0,011092017","-0,372907681"
HIST1H2BC,CD3,"-0,230470673","-0,071929115","0,330033101","0,187825409","-0,101604495","-0,121477585","0,126276009","-0,155806411","-0,03404962","-0,154126262","0,170634092","0,024136322","-0,26257733"
PRF1,CD0,"-0,152882716","0,370450929","-0,028459973","0,063620612","-0,28247299","0,244010933","-0,259816094","0,134679158","-0,020001085","-0,236035357","0,140090143","0,189126247","-0,241595854"
MAB21L1,CD0,"-0,113690074","0,178393722","-0,034792625","0,034165753","-0,167943473","0,122326144","-0,142380003","0,040557909","-0,029549121","-0,140443929","0,076707384","0,125768246","-0,158707051"
YOD1,CD0,"-0,042059225","-0,255963754","0,116797073","-0,004187545","0,342689081","-0,322153257","0,453078441","-0,276477875","-0,116815929","0,113356761","-0,094340006","-0,203185592","0,202977409"
CHRM4,CD0,"0,179161363","0,23881097","-0,255428756","-0,26409605","0,060516715","0,003873376","-0,172825003","0,080599508","-0,054897813","0,134851228","-0,166681177","-0,059941858","0,148791159"
S1PR5,CD3,"-0,243899454","-0,043147976","0,75576116","0,168407769","-0,181595115","-0,088078896","0,172339242","-0,133484024","0,164811906","-0,176538422","0,12070515","-0,093775918","-0,331429411"
CTD-2547E10.2,CD0,"0,01727681","0,043671073","-0,016375623","-0,055415453","-0,007427325","-0,047455756","-0,009784255","0,00804911","0,021363938","0,000672782","-0,013300216","-0,017144508","0,000372621"
SRSF8,CD5,"-0,029008495","-0,358991145","0,127294615","-0,179204681","0,540554473","-0,38133961","0,485511849","-0,412644508","-0,239382474","0,381820636","0,019097296","-0,175969251","0,280166133"
AGTR2,CD0,"0,002073479","0,341068154","-0,157654277","0,008128955","-0,222198264","0,29853863","-0,272919368","0,231339225","0,016984348","-0,135669382","-0,043007003","0,017045526","-0,132701903"
ARSJ,CD0,"-0,097390192","0,179602339","-0,094082007","0,149404045","-0,149478566","0,030736209","-0,1076054","0,014928057","-0,063313729","-0,187911108","0,044947596","0,010379238","-0,125797033"
PPA1,CD5,"-0,027229739","-0,413769576","0,181329295","-0,28400797","0,700855497","-0,445193852","0,607065908","-0,471405514","-0,298760717","0,509009873","0,023638385","-0,208135641","0,390552745"
HOXC10,CD2,"-0,069522565","0,496251239","-0,205376231","-0,12852341","-0,259334798","0,272913704","-0,366560213","0,188137671","-0,085898486","-0,182293173","-0,021654823","0,069330739","-0,156424358"
MAP6D1,CD3,"-0,14827393","-0,188800239","0,704853915","0,000372561","0,007823789","-0,130700508","0,285466104","-0,189926071","0,103667673","0,030791936","0,057302916","-0,086637806","-0,108939629"
CXCR2,CD0,"-0,039962448","0,233991038","-0,081947835","0,089717366","-0,299133672","0,369764934","-0,307370655","0,267503716","0,100229414","-0,185529963","0,172845276","0,183545833","-0,18591069"
GREM2,CD0,"0,189423251","-0,190592108","-0,225242353","-0,26594055","0,329113187","-0,101318131","0,075642608","-0,055483491","-0,139306652","0,299474627","-0,085163984","-0,111725583","0,36191057"
SSR4,CD0,"0,052123228","-0,207984878","0,228530639","0,023224122","0,161244395","-0,062764549","0,165396498","-0,034824834","0,145384989","0,305691661","0,180096895","0,086856385","-0,056127134"
SCRIB,CD4,"-0,174671843","0,059608597","0,325651538","0,408467736","-0,31567158","0,099943056","0,024357158","0,107509252","0,272615111","-0,323345311","0,120702253","0,079738468","-0,388721267"
KCTD2,CD1,"0,631858218","-0,138048541","-0,205970798","-0,142888042","0,070451719","0,016577924","-0,162567526","0,333499585","0,492444149","0,377325514","-0,190706639","-0,199863905","0,373941806"
OXTR,CD0,"-0,031535265","0,138808089","-0,07494276","0,346532051","-0,311982223","0,173042731","-0,224609053","0,184274223","0,176158079","-0,252658764","0,143302145","-0,009004222","-0,229468518"
PITPNB,CD10,"0,344035958","-0,281873421","-0,255719776","-0,422937281","0,614141848","-0,160029293","0,224270253","-0,105194897","-0,18905348","0,640552334","-0,13615632","-0,174777864","0,634921351"
C1orf105,CD2,"-0,168598241","0,477031035","-0,106911707","-0,007069193","-0,287215603","0,143724797","-0,281981144","0,033171181","-0,152488932","-0,284107703","-0,00649859","0,065002575","-0,179908326"
NQO1,CD4,"-0,332751712","0,000579644","0,20347869","0,652175735","-0,340036627","0,011588529","0,036582711","-0,05969617","0,095101181","-0,446852908","0,255193201","0,199265748","-0,423468462"
AEN,CD8,"0,033281801","0,162857041","-0,139679616","0,097741289","-0,203139093","0,419695873","-0,20768055","0,334557174","0,122681439","-0,130606554","0,087800477","0,107382335","-0,146709308"
FKRP,CD1,"0,466351322","-0,005480594","-0,203849631","-0,188230596","0,083785677","0,034545208","-0,153724876","0,302100176","0,330357542","0,256808405","-0,1725082","-0,007383921","0,291308597"
HIGD1A,CD7,"-0,279347266","-0,298716631","0,136537737","0,018342807","0,493702219","-0,379768306","0,60447225","-0,522465254","-0,427534662","0,114122709","-0,002680226","-0,102014436","0,176072074"
CHRM2,CD0,"-0,067596909","0,402623156","-0,235569865","-0,270036283","-0,026542368","0,08604961","-0,174761944","-0,025843494","-0,256276615","-0,060054831","-0,034315625","-0,007337995","0,055229328"
EHMT1,CD0,"-0,104367909","-0,02702786","0,243286728","0,302373951","-0,190777284","-0,121421418","0,065759525","-0,035545073","0,162359639","-0,256818429","0,086321194","0,000933349","-0,206162275"
ADIPOQ,CD0,"-0,090892587","0,380175383","-0,137533964","-0,038852058","-0,22979173","0,258892863","-0,257517797","0,129305508","-0,033911453","-0,201159387","0,057791333","0,074214786","-0,170854885"
F2R,CD0,"-0,135222468","0,337610121","-0,006065711","0,046486329","-0,238965649","0,021631394","-0,184498004","0,001334765","5,08E-05","-0,234979825","0,056435959","0,028481867","-0,197107952"
MUC16,CD2,"-0,044370136","0,489655073","-0,144719344","-0,058807505","-0,216449289","0,373820448","-0,302551128","0,224412959","-0,041668182","-0,15846092","-0,06198616","0,018540683","-0,127932115"
NPM1,CD0,"-0,063695581","-0,075960935","0,107184426","0,022951921","0,055148526","-0,196492113","0,115458017","-0,151694453","-0,038718918","0,05306967","0,085612398","0,012646426","-0,041477202"
PJA1,CD10,"0,498548443","-0,386124916","-0,186806201","-0,446894141","0,64915041","-0,294899671","0,243958446","-0,084136126","0,028352056","0,771711569","-0,173708703","-0,205124897","0,628455626"
DHTKD1,CD4,"-0,244235272","-0,08536567","0,407193285","0,688627792","-0,36476903","-0,038026303","0,069019636","0,003551323","0,246897455","-0,410522946","0,143795237","0,079282852","-0,453253744"
PENK,CD0,"0,167229993","-0,154111497","-0,15952833","-0,37530008","0,423956957","-0,101539234","0,149292225","-0,081475143","-0,206403064","0,43494452","-0,055805029","0,039905866","0,374857645"
POLR2A,CD1,"0,479768227","-0,140076595","0,062750764","-0,105777014","0,011342911","-0,00119111","-0,110864768","0,283321881","0,482278081","0,277530859","-0,142842877","-0,163790282","0,237784915"
FRAT2,CD0,"0,212257886","-0,055290129","0,01581224","0,091308034","-0,039780596","-0,01596076","-0,050913618","0,149907457","0,342090133","0,076461435","0,08105916","-0,023095803","0,078406008"
CCL13,CD2,"-0,16921073","0,513883216","-0,12584441","-0,000116681","-0,345124502","0,382687039","-0,357104374","0,184593275","-0,073437308","-0,301087934","0,085183523","0,139040707","-0,270324141"
OGFOD3,CD0,"0,133638766","0,037428514","0,030386302","0,015968204","-0,038093506","-0,050006672","-0,069538011","0,06995025","0,142698401","0,05857718","0,097745564","0,132253385","0,007675403"
AATK,CD3,"-0,002185798","0,18942738","0,375825387","-0,116011113","-0,249309678","0,111682169","-0,152168823","0,151676845","0,216508934","-0,089451088","-0,027631471","-0,070390782","-0,219962496"
DDN,CD1,"0,536899326","0,118435386","-0,515114294","-0,214220872","0,024834835","0,162593259","-0,345909934","0,418009441","0,231873267","0,238516756","-0,083384566","0,101000361","0,28067632"
SAGE1,CD0,"-0,060516931","0,374618338","-0,108660365","-0,041266101","-0,21661613","0,235169796","-0,258800881","0,124564563","-0,048031489","-0,150635103","0,067219604","0,048402586","-0,116925369"
ZNF467,CD0,"-0,00154958","0,352596699","-0,14935905","0,168324155","-0,283387405","0,332570107","-0,27905431","0,303188395","0,086703846","-0,211858025","0,068990865","0,166219857","-0,205457556"
SOX2,CD4,"-0,4854991","-0,055513059","0,391346126","0,819115838","-0,352168435","-0,059134084","0,173148461","-0,169516805","0,015177473","-0,552029536","0,119580342","-0,022776171","-0,546836385"
TMEM45A,CD3,"-0,166483958","-0,261957684","0,373805302","0,179211543","0,078968166","-0,190763567","0,31905765","-0,202968717","0,021544333","-0,024663581","0,161162225","0,110317248","-0,115692175"
RAP2B,CD0,"0,169807543","-0,175153365","-0,244846994","-0,058620513","0,270802707","-0,212839438","0,174329995","-0,070466177","-0,044757829","0,154561504","-0,091760528","-0,006081071","0,252873152"
SGSH,CD0,"0,411422599","0,033192529","-0,069533219","0,099012688","-0,152589791","0,056001881","-0,259512812","0,356557601","0,480405845","0,14276278","-0,065957016","0,005372746","0,012458977"
MAB21L2,CD0,"0,019270619","0,288340836","-0,110010672","-0,091572745","-0,011538453","0,073395676","-0,128638744","0,024996346","-0,082384637","0,040052551","-0,055355422","0,027778222","0,023248918"
EDDM3B,CD0,"-0,067670805","0,378446933","-0,161121058","-0,039031656","-0,274172114","0,276955765","-0,346825503","0,1667408","-0,030785397","-0,180124592","0,085682898","0,066156515","-0,170178225"
SETD2,CD0,"0,13657444","-0,40955531","0,234677757","0,042036188","0,180954446","-0,448546686","0,299524446","-0,212915737","0,185144664","0,169122691","-0,057138184","-0,1559886","0,162362565"
EDDM3A,CD0,"-0,113899864","0,443028684","-0,068269978","-0,009488675","-0,255972023","0,250707708","-0,262575598","0,10418279","-0,074665508","-0,211146217","0,098236027","0,108619628","-0,175249673"
MEX3D,CD0,"0,004181319","-0,072409839","0,185104509","0,124169175","-0,080687419","-0,084931662","0,052466411","0,051639623","0,18628681","-0,104346017","0,012018335","0,097414925","-0,113859941"
GPR135,CD0,"0,027087126","0,338733441","-0,195277768","-0,014621681","-0,335403585","0,323772109","-0,410819835","0,312643538","0,083268242","-0,194024787","0,058795415","0,100597164","-0,162139597"
P2RY13,CD11,"-0,154187716","-0,070802196","0,234194131","0,049162048","0,025358347","-0,08801184","0,14480695","-0,132766948","-0,099624264","0,028849165","0,634317751","0,135612295","-0,154451849"
TNFSF15,CD2,"-0,266026522","0,462058387","-0,100295486","0,032077189","-0,173625409","0,225413691","-0,143729848","0,014606534","-0,21483621","-0,278581458","0,075645696","0,116745335","-0,221975966"
PHLDA2,CD0,"0,232327991","-0,040695852","-0,11411201","-0,19287508","0,12146773","0,085995203","-0,062075074","0,192068608","0,099652945","0,175230076","-0,132888514","0,207209876","0,176529069"
GPR88,CD0,"0,288014473","-0,042931517","-0,284589074","0,008337874","0,110807626","-0,020855938","-0,039437801","0,129188958","0,128882751","0,152148736","-0,052970881","-0,000446612","0,215352936"
PLAG1,CD0,"-0,050568359","-0,240189471","0,191113867","-0,00212222","0,172552036","-0,287851052","0,306779461","-0,245744636","-0,032955465","0,057794639","-0,020118391","-0,040412111","0,095763134"
YIPF6,CD3,"-0,235285113","-0,389027453","0,399040376","0,312761446","0,071317992","-0,184261956","0,39881753","-0,287453635","0,00434872","-0,049372186","0,162123935","-0,076531158","-0,111093989"
ZBTB20,CD4,"-0,473156655","-0,119988447","0,568059126","0,736650512","-0,440988687","-0,055047974","0,126880375","-0,142197627","0,135466515","-0,568022954","0,164491921","0,04790309","-0,589652258"
C5orf30,CD0,"0,12929698","-0,474214412","0,14541523","-0,093495961","0,437243648","-0,393485763","0,495105699","-0,298192025","-0,033702345","0,262549055","-0,209130629","-0,217071997","0,382163994"
GPR3,CD0,"0,142169878","0,32203504","-0,203723804","-0,119993612","-0,127427568","0,339542739","-0,309067725","0,31029465","0,003733713","0,003466241","-0,160886991","0,056600411","0,005088867"
SIAH2,CD0,"0,267557122","-0,180217129","-0,141083546","-0,230225884","0,357507465","-0,0960034","0,143156714","0,000389852","0,06198498","0,381169167","-0,090786352","-0,100225301","0,361501819"
COPG1,CD1,"0,59679546","-0,227474356","-0,17843449","-0,391964363","0,353287974","-0,113231296","0,012336454","0,11014783","0,219689819","0,580935086","-0,199839975","-0,118994538","0,588521979"
BAI1,CD8,"0,374557811","0,239149731","-0,40601765","-0,01335848","-0,240386685","0,427314459","-0,488160796","0,601206646","0,263205086","-0,029280516","-0,222504377","0,160907205","0,049574252"
RFX7,CD0,"-0,002140929","-0,31712155","0,148631279","0,256660124","0,113478322","-0,336680639","0,297710665","-0,193640717","0,066210609","-0,055663323","-0,088096595","-0,140184642","0,105364456"
SLC35C1,CD0,"0,301688645","0,191957429","-0,205158541","-0,191795919","-0,056081447","0,159855942","-0,241048788","0,29532936","0,182124453","0,14177945","-0,077174759","-0,011338689","0,133109487"
RNF41,CD10,"0,659281676","-0,375788353","-0,271333133","-0,47193794","0,635690271","-0,239001344","0,177087056","0,022518207","0,131167044","0,818009383","-0,192498927","-0,29706554","0,768780166"
SLC2A4,CD6,"-0,014145265","0,426576141","-0,168721989","-0,010146428","-0,313736788","0,487607177","-0,385018672","0,368898078","0,071367997","-0,18561733","-0,011110703","0,108802849","-0,200081746"
ZNF329,CD5,"0,347517106","-0,396244429","-0,150062045","-0,363228626","0,662112526","-0,421095712","0,352549886","-0,225382423","-0,114163735","0,603201592","-0,22431678","-0,17364473","0,591777939"
ADO,CD5,"-0,052109234","-0,3615359","0,263303153","-0,241395537","0,587779592","-0,374645272","0,59642754","-0,418004816","-0,265163575","0,353444633","-0,131124701","-0,150297911","0,350646951"
COA4,CD3,"-0,225993529","-0,220465085","0,482208451","0,366414713","-0,032286926","-0,010412187","0,259908421","-0,076708158","0,116479321","-0,060022414","0,166054863","0,009539494","-0,291476522"
PRKAG1,CD0,"0,312531823","-0,164744234","-0,118521905","-0,208171426","0,272874143","-0,125860133","0,103420112","0,021503816","0,051729602","0,320001427","-0,037427802","-0,015801162","0,363865965"
GINS3,CD0,"-0,185298978","0,171159464","0,090344256","0,018241997","-0,117051153","0,055026029","-0,030853869","-0,063619331","-0,096198868","-0,113797295","0,122663606","0,080977799","-0,171736321"
NEUROG1,CD6,"-0,018786023","0,421082836","-0,223428685","-0,018779849","-0,248772767","0,503156296","-0,355206282","0,318442304","0,006427617","-0,143163374","-0,037451988","0,037081907","-0,155629672"
MRPS11,CD10,"0,418076968","-0,351974243","-0,108916745","-0,342738804","0,511057885","-0,179612163","0,195775239","-0,033345582","0,077292181","0,687755727","-0,095186484","-0,092802718","0,49800286"
SNRPE,CD0,"-0,03450339","-0,455863435","0,202538808","0,033022891","0,491968728","-0,323478131","0,543273629","-0,318269916","-0,118579634","0,343634507","0,039021712","-0,108558964","0,203020309"
PNMAL1,CD10,"0,495912776","-0,339418892","-0,266844459","-0,442074215","0,65268615","-0,311281769","0,239346401","-0,122310018","-0,020225505","0,704241198","-0,256240849","-0,317195591","0,696564607"
CHST15,CD0,"0,394671471","-0,20034228","-0,251830335","-0,11485133","0,244593813","-0,117937996","0,056782602","0,082943723","0,184691594","0,267560659","-0,086710372","0,045770824","0,420345931"
TRPC2,CD2,"-0,033499279","0,433482269","-0,191380459","-0,108780043","-0,208376912","0,288850166","-0,314043822","0,190964199","-0,02631655","-0,11217287","0,045224057","0,050876447","-0,139079974"
MGAT4C,CD4,"-0,12603602","-0,255067682","0,030345026","0,309134319","0,099575519","-0,279179315","0,255040628","-0,227202929","-0,164106066","-0,111841703","-0,097818509","-0,002496703","0,000964752"
IDH2,CD4,"0,03009999","-0,082940423","0,220557428","0,575294194","-0,332050787","0,126239442","-0,126540386","0,212516038","0,337765001","-0,181113498","0,111077955","0,040006269","-0,32585117"
OR52A1,CD2,"-0,169096075","0,488886488","-0,08549498","-0,080212923","-0,229797418","0,1604846","-0,243024881","0,0124874","-0,16330054","-0,215670396","0,048679593","-0,012042434","-0,150421275"
