external_gene_id,Module.name,kME.CD1.turquoise,kME.CD2.blue,kME.CD3.brown,kME.CD4.yellow,kME.CD5.green,kME.CD6.red,kME.CD7.black,kME.CD8.pink,kME.CD9.magenta,kME.CD10.purple,kME.CD11.greenyellow,kME.CD12.tan,kME.CD13.salmon
TSPAN6,CD4,"-0,329799515","-0,110217525","0,234771034","0,684263502","-0,163689757","-0,141687455","0,199848533","-0,186242728","-0,0583327","-0,311405899","0,201302291","0,220603454","-0,352325492"
TNMD,CD2,"-0,031206039","0,471168171","-0,250774266","-0,057112596","-0,21127495","0,356287971","-0,338886154","0,215466269","-0,074592949","-0,113427512","-0,003782434","0,176247183","-0,108595935"
DPM1,CD5,"-0,058896416","-0,456117277","0,094195458","-0,257680554","0,750347006","-0,503860965","0,675626152","-0,557883234","-0,387057999","0,467640285","-0,087623309","-0,193641764","0,422148376"
SCYL3,CD0,"0,024192057","-0,316035789","0,181391512","-0,050285256","0,350015192","-0,290202805","0,388906947","-0,244753614","-0,093104036","0,259099785","0,037452862","0,001490423","0,18680184"
C1orf112,CD0,"-0,108169053","-0,114224683","0,229429258","0,063340781","-0,041988849","-0,042591911","0,120520091","-0,069595473","0,051967726","-0,005865313","0,226321543","0,033342362","-0,125350743"
FGR,CD0,"-0,140986501","0,295907986","0,041978028","0,248397855","-0,422741041","0,245181579","-0,268277612","0,181690501","0,195937425","-0,337893218","0,325605356","0,375353726","-0,348064489"
CFH,CD12,"-0,136657269","0,014820885","-0,00045316","0,21900397","-0,189045068","0,085367832","-0,05558403","0,054623632","0,064568439","-0,225703554","0,330155931","0,686517703","-0,219794063"
GCLC,CD3,"-0,419421782","-0,390074764","0,70087029","0,247947185","0,193285696","-0,448841925","0,626262203","-0,545319631","-0,164713998","-0,056512008","0,157806005","-0,138984183","-0,169816433"
NFYA,CD0,"-0,01261718","-0,293471435","0,34079552","0,217547711","0,034022481","-0,186313362","0,256348509","-0,092608642","0,179906156","0,003191903","0,048456746","-0,101434397","-0,05649771"
NIPAL3,CD3,"0,019474012","-0,332394293","0,557262415","-0,153453763","0,145751467","-0,261212211","0,319217151","-0,210865492","0,173037176","0,182906711","-0,031703479","-0,270023177","0,088494092"
LAS1L,CD9,"0,169522012","0,048249455","0,140139276","0,086218962","-0,249574587","0,143814956","-0,169115917","0,283781343","0,444153178","-0,045849644","0,015648505","0,113026184","-0,157065271"
ENPP4,CD7,"-0,287969034","-0,47301662","0,631617596","-0,025804644","0,438561195","-0,492418761","0,742832176","-0,578545532","-0,232982491","0,123917651","-0,019325227","-0,245169574","0,091867615"
SEMA3F,CD0,"0,095478643","0,28903436","-0,185923054","0,088119107","-0,229844125","0,288337014","-0,312135956","0,285662322","0,194743843","-0,124842398","0,086179475","0,119612268","-0,069616402"
CFTR,CD0,"-0,071791628","0,273635388","0,095877525","-0,029854276","-0,277295338","0,395600371","-0,243524566","0,251983871","0,076050924","-0,125047567","0,036334676","0,078133355","-0,242419388"
CYP51A1,CD7,"-0,232125358","-0,152173476","0,152532335","0,027624993","0,349087147","-0,268375646","0,468501237","-0,376617939","-0,330934128","0,018776778","-0,161170066","-0,059067954","0,087873198"
RAD52,CD0,"-0,019282393","-0,009219641","0,129424717","0,091475987","-0,142830232","0,036483112","-0,049881475","0,062226031","0,153643574","-0,081402105","0,000725776","0,037094756","-0,102661134"
BAD,CD1,"0,581139509","-0,046987903","-0,168010426","-0,298435305","0,17344018","0,142066577","-0,165241292","0,391679952","0,344238813","0,527863003","-0,066442621","8,03E-05","0,298845306"
LAP3,CD3,"-0,38134976","-0,380478793","0,486282244","0,383416691","0,170900654","-0,303330392","0,529286702","-0,407122532","-0,108748034","-0,048638283","0,372438865","-0,009576299","-0,221710846"
CD99,CD4,"-0,331013634","-0,061599803","0,365740451","0,73280187","-0,397109158","-0,005186959","0,053160071","-0,029761002","0,234045","-0,414394615","0,438414571","0,145417496","-0,570481669"
HS3ST1,CD0,"0,202509219","-0,221155389","-0,083900117","-0,254650243","0,289864514","-0,056988417","0,110744427","0,023691699","0,009308278","0,280686039","-0,029829459","0,035356835","0,31589301"
AOC1,CD2,"-0,069129428","0,450505661","-0,125385465","-0,065943593","-0,274796191","0,334737741","-0,326984233","0,216970217","0,004654084","-0,166154664","-0,003948156","0,091685324","-0,204804358"
WNT16,CD0,"-0,076409466","0,331144348","-0,098468909","0,03229992","-0,132380621","0,165008988","-0,149015327","0,096116313","-0,043490598","-0,089065679","0,024614899","0,000770682","-0,11007338"
HECW1,CD13,"0,475627457","-0,267444243","-0,386541703","-0,368140944","0,518173952","-0,202601632","0,115936054","0,003429315","-0,047614228","0,50216221","-0,349628842","-0,16276514","0,710365269"
MAD1L1,CD1,"0,558849867","-0,209933038","-0,028633729","-0,146621796","0,165191334","0,036507152","-0,068950339","0,327990974","0,439735081","0,443764174","-0,170863512","-0,052151446","0,332466902"
LASP1,CD0,"0,324357869","-0,075491892","-0,29703119","0,024587828","0,13477889","0,001981813","-0,014100405","0,179096154","0,123008201","0,107617846","-0,057721614","0,108526145","0,244041968"
SNX11,CD0,"0,187218707","-0,123783227","0,084567026","-0,075022347","0,10875196","-0,139567045","0,11226761","-0,012009679","0,202292728","0,217813486","0,006950622","-0,127248644","0,148124735"
TMEM176A,CD4,"-0,289338092","0,095580582","0,227540563","0,643397018","-0,409158868","-0,011773829","-0,041217017","-0,028211701","0,165629482","-0,446703675","0,314790458","0,028674828","-0,499454735"
M6PR,CD0,"0,210947295","-0,33221645","0,030429044","-0,06859232","0,271908737","-0,150741764","0,223859782","-0,070430354","0,106641125","0,351414271","0,132410747","-0,097650548","0,25623003"
CYP26B1,CD0,"0,43436848","-0,208389604","-0,215571481","-0,355256409","0,405854177","-0,161878374","0,088913421","0,030183416","0,032138867","0,441564515","-0,234338289","-0,089703598","0,518545653"
ICA1,CD0,"0,571551185","-0,20103234","-0,361795728","-0,421678514","0,439027944","-0,122229795","0,008684607","0,112033769","0,073042207","0,591492757","-0,296069015","-0,018931032","0,646175092"
DBNDD1,CD1,"0,461450493","0,105471327","-0,430962931","-0,249392538","0,064731062","0,205042976","-0,309857491","0,39308315","0,139723476","0,222288818","-0,245723358","0,157674911","0,319916456"
CASP10,CD2,"-0,098637451","0,486688112","-0,124956422","-0,066742212","-0,300855492","0,301919715","-0,340750815","0,16862618","-0,04724655","-0,184346492","0,168018855","0,23335509","-0,212101903"
CFLAR,CD3,"-0,398473459","-0,019968898","0,421079987","0,351741261","-0,306824076","-0,040491254","0,081669391","-0,17983707","0,034915563","-0,378470296","0,307978642","0,116944662","-0,454807997"
TFPI,CD0,"-0,094101084","-0,009282191","-0,030243862","0,240611452","-0,176039415","0,070391182","-0,070389655","0,070787651","0,08948908","-0,204362945","0,27863716","0,515954499","-0,200821431"
NDUFAF7,CD0,"0,119088626","-0,39090215","0,014301679","-0,180700702","0,45527044","-0,329327231","0,38386285","-0,25225406","-0,089558746","0,332451085","-0,05151779","-0,083907945","0,363918543"
RBM5,CD0,"0,134598338","-0,206957659","0,369716606","0,044638747","-0,048201569","-0,237976895","0,11694694","-0,01599058","0,402390148","0,094043161","0,001505451","-0,075721068","-0,054271446"
MTMR7,CD0,"0,008036212","-0,212807318","0,008586948","-0,334072269","0,497804725","-0,28128773","0,391023842","-0,316678557","-0,335153203","0,329377356","-0,054438556","-0,062307998","0,32294323"
SLC7A2,CD4,"-0,333440259","-0,004960566","0,239234297","0,688488664","-0,371725608","0,022372369","0,025832355","-0,035461656","0,126986416","-0,455836132","0,300311427","0,175937231","-0,455661743"
ARF5,CD1,"0,689815217","-0,105321927","-0,325939456","-0,373664268","0,221458016","0,042720152","-0,225563213","0,343231388","0,329281933","0,555474946","-0,233772024","-0,069774534","0,47688223"
SARM1,CD8,"0,275036179","0,154401478","-0,193370097","0,035013619","-0,263243328","0,267459112","-0,343011873","0,410363671","0,346532623","-0,059916377","-0,005239911","0,111800914","-0,036319573"
POLDIP2,CD1,"0,481474613","-0,088129228","-0,287528345","-0,281169545","0,272051727","0,035602217","-0,076448971","0,212692821","0,116721393","0,438752671","-0,119849267","0,072514412","0,45621755"
PLXND1,CD9,"0,233268785","0,06139942","0,070227125","0,107171169","-0,259121735","0,15409731","-0,206534075","0,363801501","0,426766032","-0,080044635","-0,043298705","0,149351006","-0,130507835"
AK2,CD3,"-0,32177191","-0,142172055","0,540421079","0,421139776","-0,168739254","-0,250842608","0,248254104","-0,246268836","0,085765895","-0,251368034","0,249898156","0,027897036","-0,387797171"
CD38,CD4,"-0,319247808","0,212258516","0,225862857","0,438048683","-0,328253483","0,031867057","-0,064287946","-0,06380787","-0,024634397","-0,364842317","0,14819851","0,007567182","-0,406221884"
FKBP4,CD0,"0,239162637","-0,190684183","-0,052992511","-0,187873806","0,174879882","-0,03525064","0,067084745","0,05680183","0,175243499","0,261691424","-0,087943912","-0,061777716","0,274393599"
KDM1A,CD0,"0,507398055","-0,278989229","-0,240064874","-0,130736914","0,295905194","-0,06813561","0,039250519","0,128571738","0,243584468","0,471188562","-0,117843562","-0,105398998","0,487666448"
RBM6,CD0,"0,235790652","-0,194864288","0,082288859","0,073874557","-0,099729643","0,036316801","-0,040714529","0,244127988","0,420329389","0,040309816","0,006841977","0,129166642","-0,029822878"
RECQL,CD7,"-0,30731362","-0,34580826","0,316862475","0,032799119","0,316537485","-0,457698597","0,549762998","-0,51436985","-0,310066424","0,013926263","0,087351474","-0,047659895","0,004999427"
CCDC132,CD0,"0,209093564","-0,248451586","-0,102085305","-0,409731935","0,588163666","-0,216333818","0,330158439","-0,195943231","-0,231202033","0,523008605","-0,147456245","-0,089754856","0,521672333"
HSPB6,CD2,"-0,055648021","0,534959173","-0,191334383","0,146030833","-0,491556164","0,279659019","-0,495685218","0,278171532","0,123124194","-0,370035711","0,085181838","0,149217725","-0,298406779"
ARHGAP33,CD8,"0,302500405","0,238866163","-0,118620414","0,010707964","-0,28747355","0,30368509","-0,355870026","0,477013412","0,418155219","-0,067558854","-0,093622238","0,125254274","-0,120208387"
NDUFAB1,CD5,"0,237575449","-0,398906601","-0,113856494","-0,390841044","0,781939794","-0,296847809","0,429245302","-0,267074034","-0,273919535","0,722246062","-0,145356863","-0,14828336","0,598670345"
PDK4,CD4,"-0,409904617","-0,160313465","0,548618523","0,666246708","-0,311125301","-0,197717119","0,231229099","-0,223312979","0,165514056","-0,469048281","0,203263383","-0,137733278","-0,461612127"
ZMYND10,CD1,"0,396636433","-0,09826536","-0,030032876","-0,157989294","0,218038754","0,098821414","0,05351874","0,235418296","0,314713898","0,418689664","-0,114380472","0,025915494","0,252657638"
SLC25A13,CD3,"-0,370259896","-0,223103552","0,726843447","0,101605014","0,023198622","-0,262209774","0,395445444","-0,367937186","-0,087451839","-0,094462698","0,148428669","-0,002853091","-0,257835885"
ST7,CD0,"0,217722613","-0,267821923","-0,118782307","0,077498472","0,245120737","-0,227090167","0,19373483","-0,074092109","0,052398121","0,196305611","-0,204151424","-0,063347007","0,328412583"
CDC27,CD0,"0,093045784","-0,34913135","-0,044022131","-0,137822901","0,453545434","-0,322135046","0,381528855","-0,267554262","-0,183961673","0,308434593","-0,057288244","-0,130441759","0,353318894"
SLC4A1,CD2,"-0,087468431","0,59764504","-0,172009278","0,02678275","-0,409937779","0,432297055","-0,434098374","0,29551241","0,03931116","-0,313814239","0,001882972","0,13480299","-0,275511587"
CALCR,CD2,"0,005202268","0,39965783","-0,162273387","-0,125864325","-0,155042885","0,207232763","-0,278452345","0,148497462","-0,089597044","-0,047091636","0,059003807","0,068428088","-0,057231842"
HCCS,CD5,"0,243724602","-0,434924654","-0,131011731","-0,41449828","0,775592742","-0,410930949","0,477951025","-0,346898933","-0,276839201","0,640697957","-0,130070677","-0,189177209","0,671652143"
DVL2,CD0,"0,089376549","0,113086508","0,282300848","0,223272981","-0,340817951","0,072767278","-0,141827615","0,251782594","0,506480309","-0,17234844","0,070769874","0,043401217","-0,257463945"
PRSS22,CD6,"0,040231227","0,426715575","-0,182931477","0,002005541","-0,310906442","0,532563572","-0,398228238","0,443212407","0,129021784","-0,16796458","-0,010733126","0,191912912","-0,195622715"
UPF1,CD9,"0,333857295","-0,224659273","0,159444069","0,174529479","-0,133026414","-0,086206138","-0,01768156","0,219066988","0,613486552","0,075902329","0,00534197","-0,111400938","0,042419985"
SKAP2,CD5,"0,276545515","-0,411594898","-0,11830166","-0,410484325","0,670527868","-0,352764632","0,403888018","-0,252600707","-0,145600901","0,597118182","-0,056634573","-0,161221254","0,569576016"
SLC25A5,CD0,"0,06925302","-0,201268318","0,027366009","0,003599416","0,416470885","-0,10246855","0,250276167","-0,124559992","-0,168547234","0,376425531","-0,079397449","-0,03572232","0,276579179"
CCDC109B,CD0,"-0,136818582","-0,211514207","0,231622097","0,007769796","0,21875699","-0,26408049","0,354576161","-0,279569826","-0,078698671","0,132802512","0,31128644","-0,065677066","-0,054980547"
HOXA11,CD2,"-0,141861741","0,559317792","-0,163421523","-0,080233311","-0,274645209","0,288942567","-0,341873412","0,122650414","-0,13108813","-0,2159386","0,002283484","0,055454827","-0,191497805"
MEOX1,CD8,"0,116706125","0,205644976","-0,120682294","-0,041832513","-0,180620574","0,40730014","-0,274805475","0,339866808","0,175753252","-0,003723731","0,038302336","0,136940001","-0,065964416"
LIG3,CD0,"0,240713324","-0,016673885","-0,127456618","-0,012756972","0,015563216","0,043568065","-0,077586918","0,168856159","0,159107038","0,114364447","-0,137866823","0,14437794","0,158612924"
RPAP3,CD5,"-0,083852497","-0,478628772","0,119783151","-0,185312861","0,675111585","-0,584459593","0,675580747","-0,5467477","-0,367297399","0,368184063","0,013221541","-0,218838635","0,323297271"
ACSM3,CD2,"-0,073194376","0,447379987","-0,186178669","-0,062858133","-0,232293944","0,302388946","-0,298325662","0,170602319","-0,093869927","-0,174800232","0,027798268","0,095878519","-0,139651966"
AC004381.6,CD0,"0,274367019","0,069194508","-0,212100401","-0,184484644","0,146792013","0,001699221","-0,08626216","0,125183108","0,033480933","0,293119859","-0,170670033","-0,005246222","0,22903841"
CIAPIN1,CD10,"0,463620401","-0,331033578","-0,181185374","-0,408567634","0,66432159","-0,248871847","0,266036116","-0,088415401","-0,020623135","0,756083511","-0,143785327","-0,160124244","0,677182943"
SPPL2B,CD0,"0,096423104","0,17633706","0,032165734","0,090779999","-0,317210778","0,278608395","-0,293024256","0,34469233","0,311478008","-0,121980476","0,056402161","0,033492331","-0,188935894"
FAM214B,CD8,"0,256913506","0,291088924","0,006485468","0,049276762","-0,397867596","0,374585587","-0,409871821","0,517591892","0,450090372","-0,108991357","0,012227598","0,040190674","-0,167769571"
COPZ2,CD0,"-0,1992923","0,32737431","0,082052699","0,301886925","-0,434905902","0,249690615","-0,253590522","0,174333577","0,118208173","-0,368160964","0,197060603","0,370316785","-0,432464756"
PRKAR2B,CD5,"0,240889968","-0,344575278","-0,246001519","-0,29053216","0,625134145","-0,337516883","0,394734875","-0,241162479","-0,193360148","0,422046261","-0,192701463","-0,196742416","0,589708474"
MSL3,CD0,"0,326318952","-0,246158815","-0,196087147","-0,27865198","0,441690626","-0,124017352","0,201809076","-0,003158648","0,001920671","0,437198517","-0,051153585","-0,047093473","0,465105547"
CREBBP,CD0,"-0,081557638","-0,193951415","0,053348608","0,195437804","0,082202803","-0,202207187","0,242815788","-0,147513471","-0,01489274","-0,150103056","-0,02236169","0,033070644","0,025239748"
MPO,CD0,"0,15855106","0,2966446","-0,256262053","-0,13683832","-0,081764765","0,203939873","-0,313717827","0,199753963","0,024766619","0,069811651","-0,077812942","0,040458625","0,073199879"
PON1,CD2,"-0,153569775","0,452932642","-0,07011543","0,145089611","-0,36744616","0,323687729","-0,325501209","0,187869341","-0,020476593","-0,297518414","0,046683649","0,057637502","-0,290727694"
GCFC2,CD0,"0,019497877","-0,137531223","0,137002454","-0,061526026","0,182543031","-0,282316181","0,212033894","-0,18432557","-0,054531414","0,131060769","-0,079348271","-0,050587041","0,077702373"
CROT,CD0,"0,106465223","-0,109086563","-0,060725066","0,037450818","0,092797026","-0,184020008","0,123612899","-0,069868621","0,043658431","0,060214949","-0,001182365","0,109179992","0,148877113"
ABCB4,CD12,"-0,01176944","-0,100948108","0,163985533","0,072321822","-0,036079768","0,053682055","0,067596615","0,08985614","0,150259776","-0,041717403","0,143916555","0,410448474","-0,089832209"
IBTK,CD7,"-0,238655604","-0,43792088","0,372101269","0,016301069","0,461602346","-0,53766552","0,714881098","-0,574253814","-0,290657976","0,079515201","-0,058317037","-0,141773936","0,161222138"
ZNF195,CD0,"-0,225683628","-0,30800888","0,210175995","0,020001887","0,277912678","-0,331489206","0,402460722","-0,399477101","-0,276038182","0,036313832","-0,012803831","-0,193419447","0,056456667"
MYCBP2,CD13,"0,431648919","-0,209291959","-0,385935273","-0,517986413","0,571546991","-0,186759116","0,159966971","-0,056475209","-0,157395405","0,515308567","-0,384547224","-0,178698093","0,713923835"
ITGAL,CD0,"-0,156446359","0,151061401","0,069507775","0,141783732","-0,251778072","0,318283805","-0,138142975","0,164565779","0,075224938","-0,194858253","0,327296427","0,173503977","-0,269902947"
PDK2,CD1,"0,555903799","-0,234171651","-0,177218143","-0,045414544","0,218339036","-0,083105907","-0,00941593","0,230181421","0,31882539","0,431758996","-0,271236002","-0,07303349","0,377513703"
ZFX,CD0,"-0,126290938","-0,17566839","0,17818788","0,236751679","0,018967922","-0,226507501","0,219993854","-0,209313583","-0,064669121","-0,130457342","0,03332792","0,005648433","-0,011162509"
LAMP2,CD3,"-0,480934499","-0,23458589","0,883654195","0,291565151","-0,039185208","-0,354335293","0,498048158","-0,479398317","-0,033670509","-0,227118629","0,23566456","-0,153188783","-0,335539062"
GGNBP2,CD0,"0,214333897","-0,440066109","0,006202363","-0,100724906","0,569135979","-0,37696261","0,444903035","-0,261565139","-0,067716674","0,480361448","-0,098771447","-0,224258741","0,490075378"
ITGA2B,CD6,"0,188267504","0,223088501","-0,191783896","-0,010777585","-0,272868979","0,520129213","-0,390731291","0,509854481","0,259345049","-0,061062629","-0,006133876","0,126100619","-0,060145428"
ASB4,CD0,"-0,157141603","0,308263301","0,051413412","0,319041443","-0,366080923","0,189049963","-0,211841751","0,116589304","0,087576835","-0,331429752","0,073375521","0,035554385","-0,319684152"
GDE1,CD0,"0,290569856","-0,40321879","0,149455321","-0,301871187","0,435478572","-0,336765396","0,294530893","-0,18386015","0,092035075","0,502526257","-0,132489848","-0,33813849","0,433051238"
C19orf60,CD1,"0,545931928","-0,13068192","-0,096239009","-0,202884882","0,185522741","0,070629804","-0,074160759","0,346957423","0,407458223","0,457388628","-0,205915468","0,046619038","0,287319089"
CRLF1,CD0,"0,235197093","0,093181394","-0,175452996","0,172824664","-0,160787361","0,19248952","-0,22982319","0,317678832","0,261394407","-0,005817575","-0,10079072","0,168656445","0,02208655"
OSBPL7,CD8,"0,327033526","0,130599195","-0,01062894","0,002107946","-0,288510431","0,269882612","-0,346158323","0,477867529","0,530234425","-0,00564045","-0,034851891","0,131257763","-0,059340796"
YBX2,CD2,"0,032985609","0,558934361","-0,328087647","-0,030368829","-0,414519029","0,414611113","-0,538683106","0,407853678","0,070207063","-0,310630362","-0,063202887","0,129513353","-0,193802921"
KRT33A,CD0,"0,003742305","0,239844156","-0,121922634","-0,010341277","-0,104287458","0,201276752","-0,166448402","0,127143515","-0,022589453","-0,058237587","-0,097801637","0,005434805","-0,091998748"
MAP3K14,CD0,"0,153090685","0,258485744","-0,094020339","-0,073055046","-0,178687188","0,192263366","-0,24331416","0,265370253","0,210590365","-0,042005419","0,007676848","0,0293929","-0,043218242"
ABCC8,CD1,"0,447183488","0,047721695","-0,335663277","-0,116335647","-0,033912692","0,155144075","-0,288983367","0,370828731","0,283087529","0,135363698","-0,27957683","0,189759249","0,296412699"
CCL18,CD2,"-0,102872009","0,535334747","-0,173972954","-0,039350246","-0,241656389","0,378365867","-0,322962913","0,208363984","-0,111807584","-0,203673543","-0,058003107","0,101096685","-0,180983286"
CCL3,CD0,"-0,01280125","0,136255361","-0,075778525","-0,025494801","-0,066423345","0,172192738","-0,108509204","0,122794085","0,032574932","-0,029002291","0,138583134","0,171040904","-0,076008485"
SYNRG,CD3,"0,00911179","-0,340981973","0,383699195","0,105980287","0,114697035","-0,214743461","0,307004249","-0,164887157","0,152489871","0,124483371","0,14593798","-0,04590575","0,0481367"
CACNG3,CD1,"0,733106991","-0,116545177","-0,470828044","-0,451448649","0,353451326","0,010022753","-0,154816889","0,296184774","0,175723946","0,580028656","-0,258070643","-0,002742438","0,655542699"
TMEM132A,CD1,"0,657685878","-0,016909853","-0,255636995","0,062009424","-0,15002433","0,19072209","-0,374733198","0,581127347","0,638733001","0,226909289","-0,118962725","0,000881434","0,163504141"
AP2B1,CD0,"0,334720897","-0,25201214","-0,17042557","-0,305751946","0,402874003","-0,187617503","0,136112131","-0,083885972","-0,034488862","0,480346728","-0,106515921","-0,212434654","0,480170443"
TAC1,CD5,"0,15563613","-0,229916919","-0,181490408","-0,436521077","0,660807274","-0,256139619","0,322418269","-0,249135163","-0,380778993","0,542878707","-0,166100166","-0,16219682","0,491376227"
ZNF263,CD0,"0,378194224","-0,269343593","0,003062495","-0,156161122","0,320478496","-0,163868541","0,172915178","0,028336809","0,261616335","0,471303313","-0,035885245","-0,206729394","0,335480595"
CX3CL1,CD1,"0,686383343","-0,106787268","-0,350055736","-0,459114871","0,287127408","0,013217857","-0,152209918","0,326150063","0,254476292","0,531566424","-0,182236244","0,033700891","0,550548069"
SPATA20,CD9,"0,2976043","0,062153006","-0,159237756","0,131098401","-0,164508362","0,217725103","-0,254227396","0,376509249","0,348616307","0,035114085","-0,026367262","0,099637048","0,008638948"
CACNA1G,CD0,"0,236151362","0,213574277","-0,381418129","-0,170195868","-0,022633213","0,201108126","-0,241637746","0,289504725","0,007282741","0,005266503","-0,176350171","0,15819854","0,124112119"
TNFRSF12A,CD6,"-0,137279579","0,409885166","-0,123180676","0,094925091","-0,367768136","0,552487203","-0,342563335","0,347176214","0,040250535","-0,286104608","0,206034611","0,235493431","-0,334419153"
DLX6,CD0,"0,094632649","0,262142056","-0,214104434","-0,085433234","-0,049144024","0,218387256","-0,210884744","0,222769596","-0,028000258","0,024046827","-0,055950306","0,157593608","0,008302167"
MAP3K9,CD1,"0,531680951","-0,18637602","-0,356815013","-0,292871134","0,334241079","-0,128953751","-0,039025888","0,136467733","0,08743116","0,377262061","-0,431359753","-0,076836152","0,621400832"
RALA,CD0,"0,005797912","-0,359861492","0,273611944","0,067255604","0,277028423","-0,20366332","0,424400201","-0,189882451","-0,013211576","0,128952988","-0,060515711","-0,084988556","0,161778845"
ETV1,CD0,"0,124260701","-0,152975501","-0,093288963","-0,202309511","0,359171343","-0,174813723","0,167457617","-0,139784961","-0,231352016","0,278046652","-0,149544901","-0,141193617","0,333460808"
AGK,CD5,"0,344386567","-0,355426154","-0,291462668","-0,45856047","0,72436224","-0,320416202","0,332989703","-0,218371914","-0,2612762","0,636387353","-0,243049123","-0,105144893","0,69399249"
ALDH3B1,CD2,"-0,228420397","0,529870515","-0,030402661","0,055295519","-0,392444067","0,364773735","-0,328478598","0,183424076","-0,026737991","-0,361109861","0,061319677","0,090313801","-0,341667246"
TTC22,CD2,"-0,114016704","0,540537103","-0,158135727","-0,039197691","-0,279428628","0,242217641","-0,330256759","0,121021844","-0,096651759","-0,234217369","0,039487573","0,101340087","-0,183259437"
PHTF2,CD7,"0,019272181","-0,539755278","0,221582305","-0,082904521","0,538369531","-0,525814216","0,625621081","-0,429222886","-0,114586036","0,326301084","-0,081013393","-0,224174175","0,327025606"
FARP2,CD3,"-0,212720598","-0,121483336","0,382039405","0,166026369","-0,08750403","-0,135536583","0,199553244","-0,130293234","0,038760914","-0,168435997","0,032615504","0,023169246","-0,220922842"
USH1C,CD3,"-0,385875668","0,196314759","0,508540837","0,206707737","-0,267526798","-0,033895173","0,061686023","-0,183692027","-0,04864461","-0,314489726","0,16751472","0,037777448","-0,400707342"
DBF4,CD0,"0,112109104","-0,227827642","-0,016642422","-0,033177138","0,310198449","-0,232035566","0,287487157","-0,129630076","-0,034395286","0,21316518","-0,019480113","0,022277135","0,228811547"
TBXA2R,CD6,"0,116736343","0,309230507","-0,212453187","-0,076257333","-0,225217427","0,503463774","-0,357528649","0,428056657","0,159771696","-0,056681834","-0,008352978","0,146103168","-0,087163004"
IFRD1,CD7,"-0,26662907","-0,344895505","0,287292521","0,13685813","0,254206918","-0,403005272","0,516591567","-0,432898309","-0,163513027","-0,034473979","0,114037138","-0,067067801","-0,021306802"
LGALS14,CD2,"-0,120656611","0,493468721","-0,10136183","-0,118424697","-0,216080651","0,196952637","-0,284956316","0,052395179","-0,128644711","-0,138330247","-0,000286889","0,034988679","-0,160672077"
COX10,CD0,"0,063454355","0,090858648","-0,18604564","-0,156018157","0,194413907","-0,106405081","0,036060838","-0,105175447","-0,246436982","0,141206011","-0,129517696","0,043776699","0,232127987"
GTF2IRD1,CD0,"0,174709762","0,021486025","-0,017486488","0,128858851","-0,063651398","-0,002958476","-0,076071587","0,145824418","0,230431503","0,039361534","0,019847029","-0,046289013","0,024982011"
PAF1,CD1,"0,332371904","-0,285180406","0,227391941","-0,018606453","0,134532814","-0,022402654","0,104810465","0,149829293","0,364547855","0,338749727","-0,11266256","-0,122755158","0,176068116"
VPS41,CD5,"0,17181076","-0,420181034","0,012977856","-0,266398905","0,619764776","-0,353106107","0,479089965","-0,311763665","-0,159673228","0,514034169","-0,127830971","-0,184304992","0,499981363"
ARHGAP44,CD1,"0,587186266","-0,284054142","-0,386950757","-0,398099996","0,470457998","-0,072272179","0,029139828","0,164385505","0,102057239","0,555153572","-0,321741316","-0,093318576","0,674193453"
ELAC2,CD1,"0,407789247","-0,421772613","0,090795466","-0,13175116","0,32391434","-0,183258254","0,201967853","0,034787613","0,281329194","0,517190868","-0,043763391","-0,171410501","0,360301791"
SCIN,CD0,"-0,244320021","0,109694293","0,137573494","0,174242041","-0,236191786","0,070640325","-0,037812146","-0,042856948","0,049116806","-0,228810917","0,49831447","0,057371956","-0,319796561"
ARSD,CD0,"-0,026752856","0,321717108","0,053463552","0,316422772","-0,467230862","0,330240134","-0,340502481","0,344597509","0,257342536","-0,298116789","0,1371198","0,233174654","-0,338251425"
PNPLA4,CD0,"0,013674898","-0,072392697","-0,066609504","0,150020298","0,154565264","-0,036119268","0,122299085","-0,040596686","-0,123346046","0,109891415","-0,000510551","0,099947954","0,07683623"
MYH13,CD6,"0,004387828","0,346547787","-0,135182613","-0,042568027","-0,201296549","0,505571576","-0,289554882","0,326048408","0,047904759","-0,089764091","0,03133186","0,097148618","-0,135226566"
ADIPOR2,CD3,"-0,335321761","-0,218217683","0,804970736","0,366988986","-0,218597539","-0,198827397","0,308345213","-0,242810343","0,229868684","-0,264799715","0,226524344","-0,17190212","-0,382288247"
CDKL3,CD0,"-0,213300142","-0,168507253","0,058790636","-0,054623563","0,266539437","-0,294055342","0,301413345","-0,354659354","-0,313295156","0,0809365","0,006231639","-0,02695044","0,050739825"
PRSS21,CD2,"-0,001833","0,498066816","-0,207123521","0,008759012","-0,332533343","0,411321755","-0,422838958","0,338681915","0,036515099","-0,214973706","-0,079653138","0,142404164","-0,17723266"
MARK4,CD1,"0,420996318","0,082158877","-0,293292207","-0,065256196","-0,04444083","0,188159907","-0,253873444","0,416033212","0,279181109","0,09760861","-0,243190234","0,02591512","0,135487186"
PROM1,CD0,"0,002507909","-0,119988706","0,083046703","-0,126412932","0,195510346","-0,092705983","0,183831928","-0,087389478","-0,109113285","0,127115413","0,039306549","0,284596586","0,083844774"
CEACAM21,CD2,"-0,082143937","0,578794623","-0,203389054","-0,049181486","-0,357189959","0,382964099","-0,424424532","0,276474379","-0,034528651","-0,277792295","0,051916371","0,133248161","-0,217958402"
